rank,player_id,player_name,season,season_type,scraped_at,rk,name,pos,gp,min,pts,fgm,fga,fg_percent,3pm,3pa,3p_percent,ftm,fta,ft_percent,reb,ast,stl,blk,to,dd2,td3
467,2999547,G. Harris,2024-25,regular,2026-02-12T22:31:30.124395,-,G. Harris,G,48,14.8,3.0,1.1,2.8,38.3,0.8,2.1,35.6,0.1,0.3,58.3,1.3,0.6,0.5,0.3,0.4,0,0
468,3033,P.J. Tucker,2024-25,regular,2026-02-12T22:31:30.124452,-,P.J. Tucker,PF,3,19.3,3.0,1.0,2.3,42.9,1.0,2.0,50.0,0.0,0.0,0.0,2.7,0.0,0.3,0.3,0.3,0,0
469,4066808,T. Moore,2024-25,regular,2026-02-12T22:31:30.124505,-,T. Moore,G,2,10.0,3.0,1.0,5.0,20.0,0.5,2.0,25.0,0.5,1.0,50.0,4.0,0.5,1.0,0.0,1.0,0,0
470,5099752,R. Rupert,2024-25,regular,2026-02-12T22:31:30.124559,-,R. Rupert,G,52,8.8,3.0,1.1,2.7,40.8,0.3,1.1,27.1,0.4,0.6,76.7,1.3,0.5,0.3,0.1,0.6,1,0
471,4397233,P. Nance,2024-25,regular,2026-02-12T22:31:30.124612,-,P. Nance,F,13,10.6,2.9,1.1,2.5,43.8,0.7,1.8,37.5,0.1,0.2,50.0,1.6,0.8,0.2,0.2,0.3,0,0
472,5167876,T. Smith,2024-25,regular,2026-02-12T22:31:30.124667,-,T. Smith,F,23,5.3,2.9,1.0,2.2,48.0,0.6,1.3,43.3,0.3,0.3,75.0,1.1,0.2,0.1,0.2,0.3,0,0
473,4066636,M. Fultz,2024-25,regular,2026-02-12T22:31:30.124719,-,M. Fultz,PG,21,8.8,2.9,1.3,3.2,41.8,0.2,0.4,50.0,0.0,0.0,100.0,1.0,1.3,0.5,0.1,0.7,0,0
474,3986,T. Gibson,2024-25,regular,2026-02-12T22:31:30.124776,-,T. Gibson,F,37,11.1,2.9,1.3,2.6,49.5,0.0,0.1,50.0,0.3,0.5,60.0,3.2,0.6,0.2,0.5,0.7,1,0
475,4431941,R. Dennis,2024-25,regular,2026-02-12T22:31:30.124827,-,R. Dennis,G,11,6.4,2.7,1.0,3.0,33.3,0.5,1.9,28.6,0.2,0.2,100.0,1.1,1.3,0.6,0.2,0.5,0,0
476,4431786,K. Johnson,2024-25,regular,2026-02-12T22:31:30.124878,-,K. Johnson,F,16,6.1,2.7,1.1,1.6,69.2,0.2,0.4,42.9,0.3,0.6,44.4,1.8,0.3,0.3,0.3,0.3,0,0
477,4397107,D. Duke Jr.,2024-25,regular,2026-02-12T22:31:30.124929,-,D. Duke Jr.,G,6,5.7,2.7,1.0,2.3,42.9,0.5,1.0,50.0,0.2,0.3,50.0,0.8,0.7,0.2,0.0,0.3,0,0
478,4395620,H. Tyson,2024-25,regular,2026-02-12T22:31:30.124982,-,H. Tyson,F,51,7.8,2.6,0.9,2.4,37.5,0.5,1.5,31.1,0.4,0.5,75.0,1.5,0.4,0.2,0.1,0.3,0,0
479,4687718,J. Minott,2024-25,regular,2026-02-12T22:31:30.125033,-,J. Minott,F,46,6.0,2.6,1.0,2.0,48.9,0.3,0.9,32.6,0.4,0.4,89.5,1.0,0.4,0.3,0.3,0.2,0,0
480,4432187,R. Beekman,2024-25,regular,2026-02-12T22:31:30.125086,-,R. Beekman,G,36,13.0,2.6,1.0,3.0,32.7,0.2,1.1,17.5,0.4,0.6,76.2,1.1,1.8,0.9,0.1,0.6,0,0
481,6581,J. Crowder,2024-25,regular,2026-02-12T22:31:30.125138,-,J. Crowder,PF,9,11.4,2.6,0.8,2.4,31.8,0.4,1.7,26.7,0.6,0.7,83.3,2.2,0.7,0.3,0.0,0.4,0,0
482,4432164,J. Springer,2024-25,regular,2026-02-12T22:31:30.125189,-,J. Springer,G,43,8.5,2.5,0.8,2.1,38.9,0.3,1.1,25.0,0.6,0.9,71.1,1.3,0.8,0.6,0.1,0.4,0,0
483,2581184,A. Gill,2024-25,regular,2026-02-12T22:31:30.125240,-,A. Gill,F,51,7.8,2.5,0.8,1.7,48.9,0.2,0.6,32.3,0.6,1.0,66.0,1.3,0.3,0.2,0.0,0.2,0,0
484,4592714,P. Spencer,2024-25,regular,2026-02-12T22:31:30.125292,-,P. Spencer,G,39,6.4,2.5,1.1,2.6,40.6,0.1,0.6,22.7,0.3,0.4,73.3,1.2,1.2,0.4,0.1,0.5,0,0
485,4395623,T. Jemison III,2024-25,regular,2026-02-12T22:31:30.125344,-,T. Jemison III,F,38,10.3,2.5,1.1,1.9,55.4,0.0,0.0,0.0,0.3,0.9,39.4,2.8,0.4,0.2,0.4,0.6,0,0
486,4702159,D. Jones,2024-25,regular,2026-02-12T22:31:30.125399,-,D. Jones,F,54,10.2,2.5,0.9,2.5,38.3,0.3,1.2,25.4,0.3,0.5,60.7,2.2,1.1,0.3,0.1,0.5,1,0
487,3134932,J. Konchar,2024-25,regular,2026-02-12T22:31:30.125453,-,J. Konchar,G,46,12.1,2.4,0.9,2.0,45.1,0.5,1.3,37.1,0.2,0.2,87.5,3.3,0.9,0.7,0.3,0.3,0,0
488,4431778,C. Koloko,2024-25,regular,2026-02-12T22:31:30.125507,-,C. Koloko,C,37,9.2,2.4,1.1,1.8,60.6,0.0,0.1,0.0,0.3,0.4,71.4,2.5,0.4,0.2,0.4,0.3,0,0
489,4432356,J. Davis,2024-25,regular,2026-02-12T22:31:30.125563,-,J. Davis,G,34,7.1,2.4,0.9,2.3,41.0,0.2,0.9,24.1,0.3,0.4,60.0,1.1,0.3,0.4,0.2,0.2,0,0
490,4397104,M. Norris,2024-25,regular,2026-02-12T22:31:30.125615,-,M. Norris,F,3,11.7,2.3,0.7,3.0,22.2,0.7,2.3,28.6,0.3,0.7,50.0,3.0,0.0,0.7,0.3,0.0,0,0
491,4395704,M. Jones,2024-25,regular,2026-02-12T22:31:30.125671,-,M. Jones,G,10,4.5,2.3,0.9,1.8,50.0,0.1,0.8,12.5,0.4,0.5,80.0,0.9,1.1,0.0,0.1,0.1,0,0
492,4683774,B. James,2024-25,regular,2026-02-12T22:31:30.125725,-,B. James,G,27,6.7,2.3,0.8,2.5,31.3,0.3,1.2,28.1,0.4,0.5,78.6,0.7,0.8,0.3,0.1,0.5,0,0
493,4432179,M. Beauchamp,2024-25,regular,2026-02-12T22:31:30.125781,-,M. Beauchamp,F,35,4.5,2.3,0.8,1.9,41.5,0.3,0.8,34.5,0.4,0.6,75.0,1.3,0.3,0.1,0.0,0.4,0,0
494,4433246,P. Baldwin Jr.,2024-25,regular,2026-02-12T22:31:30.125834,-,P. Baldwin Jr.,G,24,4.5,2.2,0.8,1.5,54.3,0.5,1.0,56.5,0.1,0.2,50.0,1.0,0.1,0.1,0.1,0.2,0,0
495,4683749,T. Washington Jr.,2024-25,regular,2026-02-12T22:31:30.125888,-,T. Washington Jr.,G,16,7.4,2.2,0.9,2.8,31.1,0.3,1.3,19.0,0.2,0.4,50.0,0.8,1.0,0.2,0.0,0.2,0,0
496,4397689,D. Peterson,2024-25,regular,2026-02-12T22:31:30.125940,-,D. Peterson,F,25,7.4,2.2,0.7,1.6,41.5,0.5,1.3,39.4,0.3,0.4,77.8,1.6,0.5,0.2,0.1,0.3,0,0
497,3134916,J. McLaughlin,2024-25,regular,2026-02-12T22:31:30.125993,-,J. McLaughlin,G,46,6.8,2.1,0.7,1.6,43.1,0.4,1.0,41.3,0.4,0.5,77.3,0.7,1.1,0.3,0.0,0.3,0,0
498,4592402,C. Duarte,2024-25,regular,2026-02-12T22:31:30.126045,-,C. Duarte,SG,17,4.4,2.1,0.7,1.5,46.2,0.4,0.9,40.0,0.4,0.5,75.0,1.2,0.5,0.0,0.0,0.1,0,0
499,4592699,E. Freeman,2024-25,regular,2026-02-12T22:31:30.126098,-,E. Freeman,F,22,8.2,2.1,0.7,1.7,43.2,0.0,0.5,10.0,0.6,0.9,68.4,1.4,0.4,0.1,0.1,0.3,0,0
500,2531367,D. Powell,2024-25,regular,2026-02-12T22:31:30.126151,-,D. Powell,F,55,10.0,2.1,0.8,1.1,68.9,0.0,0.1,40.0,0.5,0.8,65.1,2.1,1.0,0.3,0.4,0.3,0,0
501,4576085,J. Davison,2024-25,regular,2026-02-12T22:31:30.126203,-,J. Davison,G,16,5.8,2.1,0.8,2.1,35.3,0.3,1.1,22.2,0.3,0.4,71.4,0.8,0.8,0.3,0.1,0.8,0,0
502,5157066,J. Furphy,2024-25,regular,2026-02-12T22:31:30.126255,-,J. Furphy,G,50,7.6,2.1,0.7,1.8,38.0,0.3,1.0,30.0,0.4,0.4,81.8,1.4,0.4,0.4,0.2,0.2,0,0
503,4432168,J. Christopher,2024-25,regular,2026-02-12T22:31:30.126309,-,J. Christopher,SG,14,4.9,2.0,0.8,2.2,35.5,0.1,0.8,18.2,0.3,0.4,66.7,0.6,0.6,0.4,0.2,0.4,0,0
504,4702023,A. Sanogo,2024-25,regular,2026-02-12T22:31:30.126368,-,A. Sanogo,C,4,5.3,2.0,1.0,1.8,57.1,0.0,0.0,0.0,0.0,0.0,0.0,1.5,0.3,0.0,0.0,0.3,0,0
505,4433225,T. Kolek,2024-25,regular,2026-02-12T22:31:30.126424,-,T. Kolek,G,41,7.2,2.0,0.7,2.0,32.9,0.3,1.1,29.8,0.3,0.4,76.5,0.7,1.7,0.3,0.1,0.4,0,0
506,4431752,K. Brown,2024-25,regular,2026-02-12T22:31:30.126479,-,K. Brown,G,40,6.8,1.9,0.8,1.8,45.8,0.2,0.7,23.1,0.1,0.2,71.4,1.6,0.6,0.2,0.1,0.3,0,0
507,4871141,A. Hukporti,2024-25,regular,2026-02-12T22:31:30.126532,-,A. Hukporti,C,25,8.7,1.9,0.8,1.2,67.7,0.0,0.0,0.0,0.2,0.5,46.2,2.0,0.4,0.0,0.6,0.8,0,0
508,4023,G. Temple,2024-25,regular,2026-02-12T22:31:30.126590,-,G. Temple,G,28,8.1,1.9,0.6,2.1,30.0,0.2,1.0,21.4,0.4,0.4,91.7,1.0,1.1,0.6,0.1,0.4,0,0
509,4906923,B. Klintman,2024-25,regular,2026-02-12T22:31:30.126644,-,B. Klintman,F,8,5.3,1.9,0.8,1.3,60.0,0.3,0.6,40.0,0.1,0.3,50.0,0.9,0.9,0.3,0.1,0.1,0,0
510,4277922,J. Sims,2024-25,regular,2026-02-12T22:31:30.126700,-,J. Sims,C,53,11.9,1.8,0.8,1.3,63.4,0.0,0.0,0.0,0.2,0.2,61.5,3.7,0.6,0.2,0.4,0.6,0,0
511,4230557,V. Cancar,2024-25,regular,2026-02-12T22:31:30.126763,-,V. Cancar,SF,13,10.5,1.8,0.8,2.0,38.5,0.3,1.2,26.7,0.0,0.0,0.0,2.5,0.7,0.2,0.2,0.8,0,0
512,4433133,J. Young,2024-25,regular,2026-02-12T22:31:30.126821,-,J. Young,G,6,5.0,1.8,0.7,0.8,80.0,0.2,0.3,50.0,0.3,0.3,100.0,0.5,1.0,0.0,0.0,0.2,0,0
513,5165257,T. Flowers,2024-25,regular,2026-02-12T22:31:30.126880,-,T. Flowers,F,6,4.5,1.8,0.7,1.8,36.4,0.0,0.3,0.0,0.5,0.5,100.0,0.7,0.0,0.0,0.0,0.2,0,0
514,4397654,A. Flagler,2024-25,regular,2026-02-12T22:31:30.126941,-,A. Flagler,G,37,5.5,1.8,0.7,2.6,26.0,0.4,1.9,19.4,0.0,0.1,50.0,0.7,0.3,0.2,0.1,0.1,0,0
515,4432821,E.J. Liddell,2024-25,regular,2026-02-12T22:31:30.126997,-,E.J. Liddell,F,12,4.4,1.8,0.7,1.3,53.3,0.3,0.8,30.0,0.2,0.2,100.0,0.8,0.3,0.1,0.1,0.2,0,0
516,4701225,P. Hall,2024-25,regular,2026-02-12T22:31:30.127053,-,P. Hall,C,19,3.5,1.7,0.7,1.3,58.3,0.1,0.4,25.0,0.2,0.2,75.0,1.2,0.2,0.0,0.2,0.1,0,0
517,6474,T. Thompson,2024-25,regular,2026-02-12T22:31:30.127107,-,T. Thompson,C,40,8.2,1.7,0.8,1.8,43.7,0.0,0.1,0.0,0.2,0.8,23.3,3.4,0.6,0.1,0.3,0.4,0,0
518,4432971,A. Ducas,2024-25,regular,2026-02-12T22:31:30.127161,-,A. Ducas,G,21,6.0,1.7,0.6,1.4,40.0,0.5,1.0,47.6,0.1,0.1,100.0,1.2,0.2,0.2,0.0,0.2,0,0
519,4432872,E. Miller,2024-25,regular,2026-02-12T22:31:30.127213,-,E. Miller,F,6,4.2,1.7,0.7,1.3,50.0,0.0,0.2,0.0,0.3,0.3,100.0,1.3,0.3,0.2,0.0,0.0,0,0
520,5211983,P. Dadiet,2024-25,regular,2026-02-12T22:31:30.127267,-,P. Dadiet,F,18,6.2,1.7,0.6,1.7,32.3,0.3,1.1,31.6,0.2,0.3,66.7,1.0,0.3,0.2,0.1,0.2,0,0
521,5159895,Y. Kawamura,2024-25,regular,2026-02-12T22:31:30.127319,-,Y. Kawamura,G,22,4.2,1.6,0.5,1.4,36.7,0.3,1.0,30.4,0.3,0.4,77.8,0.5,0.9,0.1,0.0,0.2,0,0
522,2596107,A. Len,2024-25,regular,2026-02-12T22:31:30.127376,-,A. Len,C,46,8.3,1.6,0.7,1.4,50.8,0.0,0.2,22.2,0.2,0.4,47.1,2.1,0.8,0.2,0.5,0.4,0,0
523,4909710,P. Wheeler,2024-25,regular,2026-02-12T22:31:30.127429,-,P. Wheeler,F,5,8.8,1.6,0.6,4.2,14.3,0.0,2.0,0.0,0.4,0.4,100.0,1.6,0.4,0.2,0.4,0.2,0,0
524,4683689,J. Walsh,2024-25,regular,2026-02-12T22:31:30.127482,-,J. Walsh,G,52,7.8,1.6,0.6,1.6,36.1,0.3,1.1,27.3,0.1,0.2,58.3,1.3,0.4,0.2,0.2,0.3,0,0
525,3911893,J. McVeigh,2024-25,regular,2026-02-12T22:31:30.127534,-,J. McVeigh,G,9,4.8,1.6,0.6,1.9,29.4,0.4,1.4,30.8,0.0,0.0,0.0,0.6,0.1,0.0,0.2,0.2,0,0
526,5104156,A. Traore,2024-25,regular,2026-02-12T22:31:30.127588,-,A. Traore,F,9,7.4,1.6,0.7,2.1,31.6,0.0,0.8,0.0,0.2,0.8,28.6,1.7,0.1,0.4,0.2,0.3,0,0
527,5044385,L. Miller,2024-25,regular,2026-02-12T22:31:30.127640,-,L. Miller,F,13,2.5,1.5,0.5,1.2,40.0,0.0,0.4,0.0,0.6,0.6,100.0,0.8,0.0,0.2,0.1,0.2,0,0
528,4411057,K. McCullar Jr.,2024-25,regular,2026-02-12T22:31:30.127693,-,K. McCullar Jr.,G,4,7.3,1.5,0.5,1.8,28.6,0.0,0.3,0.0,0.5,0.5,100.0,2.0,0.5,0.3,0.3,0.0,0,0
529,4432070,Q. Olivari,2024-25,regular,2026-02-12T22:31:30.127746,-,Q. Olivari,G,2,5.0,1.5,0.5,2.5,20.0,0.5,2.5,20.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0,0
530,4708972,J. Gortman,2024-25,regular,2026-02-12T22:31:30.127801,-,J. Gortman,G,16,3.6,1.5,0.6,1.4,39.1,0.3,0.7,36.4,0.1,0.3,50.0,0.3,0.4,0.1,0.1,0.3,0,0
531,3908336,M. Ryan,2024-25,regular,2026-02-12T22:31:30.127851,-,M. Ryan,F,19,3.6,1.5,0.5,1.6,32.3,0.3,1.0,31.6,0.1,0.1,100.0,0.4,0.2,0.1,0.0,0.2,0,0
532,5081727,S. Cissoko,2024-25,regular,2026-02-12T22:31:30.127905,-,S. Cissoko,G,22,5.2,1.5,0.6,1.4,43.3,0.1,0.6,23.1,0.1,0.4,33.3,1.0,0.7,0.1,0.0,0.5,0,0
533,4433622,C. Livingston,2024-25,regular,2026-02-12T22:31:30.127958,-,C. Livingston,F,21,5.0,1.4,0.4,1.3,33.3,0.0,0.4,0.0,0.6,0.8,75.0,1.7,0.2,0.2,0.0,0.3,0,0
534,4845363,C. Christie,2024-25,regular,2026-02-12T22:31:30.128012,-,C. Christie,G,13,4.5,1.4,0.5,1.8,29.2,0.2,1.0,15.4,0.2,0.3,50.0,0.9,0.5,0.4,0.1,0.2,0,0
535,4592461,J. Toppin,2024-25,regular,2026-02-12T22:31:30.128064,-,J. Toppin,F,17,4.4,1.4,0.5,1.3,40.9,0.3,0.6,50.0,0.0,0.0,0.0,0.9,0.4,0.1,0.0,0.2,0,0
536,4433268,T. Alexander,2024-25,regular,2026-02-12T22:31:30.128121,-,T. Alexander,G,24,4.9,1.3,0.5,1.7,31.7,0.1,0.7,17.6,0.1,0.2,75.0,0.5,0.5,0.1,0.0,0.2,0,0
537,4592427,S. Jones,2024-25,regular,2026-02-12T22:31:30.128175,-,S. Jones,F,20,6.3,1.3,0.6,1.7,32.4,0.1,0.9,5.9,0.2,0.2,100.0,0.9,0.3,0.3,0.3,0.3,0,0
538,3936296,S. Labissiere,2024-25,regular,2026-02-12T22:31:30.128227,-,S. Labissiere,C,4,3.0,1.3,0.5,1.0,50.0,0.3,0.3,100.0,0.0,0.0,0.0,0.8,0.3,0.0,0.0,0.0,0,0
539,4432946,J. Bridges,2024-25,regular,2026-02-12T22:31:30.128280,-,J. Bridges,F,8,3.8,1.1,0.3,0.9,28.6,0.3,0.9,28.6,0.4,0.5,75.0,0.5,0.0,0.0,0.0,0.5,0,0
540,4277964,X. Tillman,2024-25,regular,2026-02-12T22:31:30.128339,-,X. Tillman,F,33,7.0,1.0,0.4,1.6,24.5,0.2,1.0,15.6,0.1,0.1,75.0,1.3,0.2,0.3,0.2,0.4,0,0
541,4066240,B. Key,2024-25,regular,2026-02-12T22:31:30.128401,-,B. Key,F,3,3.7,1.0,0.0,1.3,0.0,0.0,0.3,0.0,1.0,2.0,50.0,0.7,0.0,0.7,0.0,0.3,0,0
542,4432957,Y. Collins,2024-25,regular,2026-02-12T22:31:30.128454,-,Y. Collins,G,2,8.0,1.0,0.5,1.5,33.3,0.0,0.0,0.0,0.0,0.0,0.0,1.5,2.0,1.0,0.0,0.0,0,0
543,4576086,B. McGowens,2024-25,regular,2026-02-12T22:31:30.128508,-,B. McGowens,G,13,2.5,1.0,0.3,1.1,28.6,0.0,0.3,0.0,0.4,0.5,83.3,0.2,0.2,0.1,0.0,0.3,0,0
544,4997539,L. Travers,2024-25,regular,2026-02-12T22:31:30.128560,-,L. Travers,F,12,7.3,1.0,0.4,1.7,25.0,0.0,0.8,0.0,0.2,0.2,100.0,1.7,0.7,0.1,0.1,0.7,0,0
545,5107199,D. Jenkins,2024-25,regular,2026-02-12T22:31:30.128615,-,D. Jenkins,G,7,3.3,1.0,0.4,1.4,30.0,0.1,1.0,14.3,0.0,0.3,0.0,0.3,0.4,0.0,0.0,0.1,0,0
546,4278111,J. Minaya,2024-25,regular,2026-02-12T22:31:30.128666,-,J. Minaya,F,19,5.3,0.9,0.4,1.1,38.1,0.1,0.5,20.0,0.0,0.1,0.0,0.5,0.4,0.3,0.1,0.3,0,0
547,4431705,A. Watson,2024-25,regular,2026-02-12T22:31:30.128718,-,A. Watson,F,9,2.4,0.9,0.4,1.0,44.4,0.0,0.1,0.0,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.2,0,0
548,4592857,I. Crawford,2024-25,regular,2026-02-12T22:31:30.128769,-,I. Crawford,F,15,3.1,0.9,0.3,0.7,45.5,0.1,0.3,20.0,0.1,0.3,50.0,0.5,0.1,0.1,0.1,0.1,0,0
549,4433618,H. Ingram,2024-25,regular,2026-02-12T22:31:30.128824,-,H. Ingram,F,5,7.0,0.8,0.4,0.8,50.0,0.0,0.2,0.0,0.0,0.0,0.0,1.8,0.6,0.6,0.0,0.2,0,0
550,2968436,J. Ingles,2024-25,regular,2026-02-12T22:31:30.128875,-,J. Ingles,F,19,6.0,0.8,0.3,1.2,26.1,0.2,0.8,20.0,0.0,0.0,0.0,0.6,1.2,0.1,0.0,0.5,0,0
